,count,mean,std,min,25%,50%,max,FechaMax,FechaMin,Nombre,Codigo,ceros,75mayor,75%,99mayor,99%,Ceros %,
161,25680,0.051978193,0.704686584,0,0,0,36.4,2021-06-21-23,2018-01-02-00,MALACASI,X472FA05E,24882,798,0,248,0.9,0.968925234,
162,15312,0.276155956,1.819265411,0,0,0,53.7,2021-06-30-23,2018-01-02-00,MALINOWSKY,X47E8336C,11050,2168,0.1,154,6.489,0.721656217,
163,28392,0.113035362,0.617030375,0,0,0,17.7,2021-06-30-23,2018-01-01-00,MARCA CUNKA,X114123,25607,2785,0,283,3,0.901908988,
164,24312,0.131260283,0.568364514,0,0,0,17.6,2021-06-30-23,2018-01-02-00,MARCAPATA,X4722B04E,20028,4284,0,232,3,0.823790721,
165,26232,0.114013419,0.507067532,0,0,0,18.5,2021-06-30-23,2018-01-02-00,MARCAPOMACOCHA,X472D9030,22952,3280,0,253,2.6,0.874961879,
166,15408,0.12933541,0.537632922,0,0,0,11,2021-06-30-23,2018-03-02-00,MARCAPOMACOCHA EDEGEL,X47E8C3E8,13396,2012,0,146,2.8,0.869418484,
167,22584,0.294394261,1.880618598,0,0,0,48.4,2021-06-29-23,2018-09-11-00,MARISCAL CASTILLA COHIDRO,X472A71F6,19758,2826,0,226,7.717,0.874867163,
168,16344,0.081197993,0.446683246,0,0,0,15.4,2020-11-30-23,2018-01-02-00,MARMOT,X472CC2B6,13675,2669,0,163,1.7,0.836698483,
169,28368,0.082811619,0.80972338,0,0,0,40.8,2021-06-30-23,2018-01-02-00,MATAPALO,X472F353C,26593,1775,0,284,2.133,0.937429498,
170,0,,,,,,,,,MATARANI,X4720F6B0,0,0,,0,,#DIV/0!,
171,26280,0.04358067,0.31651025,0,0,0,12.7,2021-06-30-23,2018-01-02-00,MATUCANA,X472CE45A,24729,1551,0,248,1.3,0.940981735,
172,16176,0,0,0,0,0,0,2021-06-22-23,2018-09-08-00,MILLOC EDEGEL,X472542FE,16176,0,0,0,0,1,
173,26952,0.004482042,0.110207499,0,0,0,8.4,2021-06-30-23,2018-01-02-00,MOQUEGUA,X4723F1BE,26721,231,0,231,0,0.991429207,
174,28872,0.026596703,0.522953329,0,0,0,49.9,2021-06-30-23,2018-01-02-00,MORROPON,X472F7636,28147,725,0,269,0.3,0.974889166,
175,28176,0.020783646,0.357343501,0,0,0,27.6,2021-06-30-23,2018-01-01-00,MOTUPE,X47201542,27490,686,0,276,0.2,0.975653038,
176,23112,0.001423503,0.038233214,0,0,0,3.7,2021-06-30-23,2018-01-01-00,NANA,X111290,23021,91,0,91,0,0.996062651,
177,29064,0.166917836,1.214104698,0,0,0,38.4,2021-06-30-23,2018-01-02-00,NARANJILLO,X4724851A,26977,2087,0,285,4.5,0.928192953,
178,12408,0.111291103,0.911244963,0,0,0,34.4,2021-06-30-23,2019-01-02-00,NARANJITO,X220907,11414,994,0,118,2.6,0.919890393,
179,0,,,,,,,,,NEPEDA,X4AD0D6A0,0,0,,0,,#DIV/0!,
180,14880,0.4275,2.420787928,0,0,0,58.3,2021-06-30-23,2019-03-29-00,NUEVA ALEGRIA COHIDRO,X221311,12761,2119,0,148,10.8,0.857594086,
181,22176,0.202173521,1.483885257,0,0,0,71.9,2021-06-30-23,2018-09-08-00,NUEVA REFORMA COHIDRO,X230604,19915,2261,0,221,5.2,0.898042929,
182,0,,,,,,,,,NUEVO PISAC,X472A6280,0,0,,0,,#DIV/0!,
183,19344,0.062867039,0.382538897,0,0,0,16.4,2021-06-30-23,2018-12-07-00,OBRAJILLO,X47E9F488,17605,1739,0,182,1.7,0.910101323,
184,24984,0.00096862,0.035932441,0,0,0,3.4,2021-06-29-23,2018-01-02-00,OCO?A,X472D23BE,24941,43,0,43,0,0.998278898,
185,30000,0.013773333,0.115571365,0,0,0,7.6,2021-06-29-23,2018-01-01-00,OCROS,X4AD000C8,28770,1230,0,256,0.4,0.959,
186,0,,,,,,,,,OCUCAJE,X47255188,0,0,,0,,#DIV/0!,
187,25224,0.017293054,0.313011696,0,0,0,20.1,2021-06-30-23,2018-01-02-00,OLMOS,X4726F67E,24744,480,0,246,0.2,0.980970504,
188,11016,0.216530501,0.95342657,0,0,0,22.2,2021-06-30-23,2019-09-19-00,OXAPAMPA,X4725D79C,9502,1514,0,109,4.5,0.862563544,
189,0,,,,,,,,,PACAYMAYO,X4729950A,0,0,,0,,#DIV/0!,
190,29016,0.120871243,0.752408743,0,0,0,23.9,2021-06-30-23,2018-01-02-00,PACHACOTO,X47E89394,26088,2928,0,290,3.1,0.899090157,
191,26208,0.064781746,0.643840215,0,0,0,31.2,2021-06-30-23,2018-01-02-00,PAIMAS,X472FC5B8,24767,1441,0,263,1.693,0.945016789,
192,27312,0.099805946,0.527541387,0,0,0,12.7,2021-06-30-23,2018-01-02-00,PALCA,X472E37C6,24730,2582,0,267,2.6,0.9054628,
193,26808,0.017726052,0.17949671,0,0,0,8.7,2021-06-30-23,2018-01-02-00,PALLAC EMA,X47E31628,25648,1160,0,240,0.4,0.956729335,
194,14256,0.088937991,0.547917554,0,0,0,17.4,2021-06-30-23,2018-01-02-00,PAMPA CANGALLO,X4729D600,12805,1451,0,139,2.3,0.898218294,
195,26256,0.069450792,0.511964134,0,0,0,17.4,2021-06-30-23,2018-01-01-00,PAMPA GALERAS,X114127,24632,1624,0,243,2,0.938147471,
196,17112,0.088744741,0.497671055,0,0,0,13.4,2020-01-29-23,2018-01-02-00,PAMPAHUTA,X472DE6A0,15712,1400,0,161,2.4,0.918186068,
197,20736,0.088363233,0.476922558,0,0,0,13,2021-06-30-23,2018-12-05-00,PARIACANCHA,X472B90FE,18541,2195,0,193,2.3,0.894145448,
198,16992,0.073375706,0.424510587,0,0,0,13.7,2021-06-16-23,2018-01-04-00,PASTO RURI,X4AD0C5D6,15770,1222,0,160,2,0.928083804,
199,28248,0.037648683,0.306205548,0,0,0,15.6,2021-06-30-23,2018-01-02-00,PATAHUASI,X47E360B8,26897,1351,0,279,1.1,0.952173605,
200,23760,0.111662458,0.43529025,0,0,0,9.8,2021-06-30-23,2018-08-07-00,PATAHUAY SAPICANCHA,X47E9E7FE,20022,3738,0,231,2.2,0.842676768,
201,8592,0.056855214,0.370931345,0,0,0,8.8,2019-02-26-23,2018-01-02-00,PAUCARAY,X4725B27A,7987,605,0,86,1.609,0.929585661,
202,21624,0.395093415,2.293742903,0,0,0,56.4,2021-06-30-23,2018-01-09-00,PEBAS,X47288486,19229,2395,0,212,10.8,0.889243433,
203,14712,0.282442904,1.915702495,0,0,0,54.1,2021-06-30-23,2018-03-22-00,PICHARI,X47E880E2,12850,1862,0,147,6.9,0.87343665,
204,28416,0.051305602,0.342720562,0,0,0,8.3,2021-06-30-23,2018-01-02-00,PILLONES,X47E373CE,26672,1744,0,284,1.5,0.938626126,
205,28920,0.053364454,0.334484416,0,0,0,15.5,2021-06-30-23,2018-01-02-00,PIRCA,X47E34654,26400,2520,0,258,1.5,0.912863071,
206,17088,0.10605103,0.562029568,0,0,0,19.8,2019-12-31-23,2018-01-01-00,POMABAMBA,X4AD0B346,15324,1764,0,161,2.5,0.896769663,
207,16608,0.319328035,2.271618418,0,0,0,60.2,2021-06-30-23,2019-01-01-00,PONGO DE MAINIQUE,X112264,14979,1629,0,167,8.986,0.90191474,
208,14424,0.05692665,0.567546715,0,0,0,49.97,2021-04-04-23,2018-01-01-00,PUCA PUCA,X109094,13427,997,0,142,1.6,0.93087909,
209,21744,0.182822848,1.592889017,0,0,0,65.9,2021-06-30-23,2018-09-11-00,PUCALLPA COHIDRO,X472B8388,20078,1666,0,216,4.7,0.923381163,
210,23496,0.046990977,1.178612471,0,0,0,51.1,2021-06-30-23,2018-01-02-00,PUENTE ?ACARA,X47E0415A,22913,583,0,221,0.2,0.975187266,
211,0,,,,,,,,,PUENTE ?ACARA ANA,X4724C610,0,0,,0,,#DIV/0!,
212,29040,0.076205234,0.659158103,0,0,0,26.4,2021-06-30-23,2018-01-02-00,PUENTE AMBAN,X47E1E358,26700,2340,0,280,1.9,0.919421488,
213,23376,0.301711157,1.820355158,0,0,0,57,2021-06-30-23,2018-09-08-00,PUENTE BELLA,X472DA5AA,20322,3054,0,231,8,0.869353183,
214,27000,0.011118519,0.15459219,0,0,0,15.3,2021-06-30-23,2018-01-02-00,PUENTE CALLANTAMA,X47E22148,26280,720,0,266,0.2,0.973333333,
215,27624,0.054778454,0.403066713,0,0,0,18.3,2021-06-30-23,2018-01-02-00,PUENTE CARRETERA,X47251282,25969,1655,0,275,1.6,0.940088329,
216,28176,0.02725724,0.330725665,0,0,0,20.9,2021-06-30-23,2018-01-02-00,PUENTE CHILETE,X4727470A,27149,1027,0,257,0.6,0.963550539,
217,24168,0.083548494,0.48487441,0,0,0,17.2,2021-06-30-23,2018-01-02-00,PUENTE COINA,X472E74CC,21971,2197,0,228,2.3,0.909094671,
218,10680,0.003885768,0.071771258,0,0,0,3.8,2021-06-30-23,2018-12-08-00,PUENTE CUPICHE,X47A05F22,10598,82,0,82,0,0.992322097,
219,26568,0.025673743,0.385969828,0,0,0,25.9,2021-06-30-23,2018-01-02-00,PUENTE MACARA,X47E0C74E,25713,855,0,244,0.5,0.967818428,
220,0,,,,,,,,,PUENTE MAGDALENA,X4721725E,0,0,,0,,#DIV/0!,
221,27024,0.012570308,0.160753493,0,0,0,14.4,2021-06-30-23,2018-01-02-00,PUENTE PALMIRA,X472E5220,26419,605,0,254,0.3,0.977612493,
222,17184,0.217411546,2.154101457,0,0,0,82,2021-06-30-23,2019-01-01-00,PUENTE PAMPAS,X250900,16730,454,0,152,6,0.973580074,
223,16392,0.231570278,1.477002283,0,0,0,48.8,2021-02-27-23,2018-01-02-00,PUENTE PEREZ,X472D1624,14090,2302,0,162,5.1,0.859565642,
224,0,,,,,,,,,PUENTE SALIDA MARCAPOMACOCHA,X472BE66E,0,0,,0,,#DIV/0!,
225,28488,0.158628194,1.043570401,0,0,0,44,2021-06-30-23,2018-01-02-00,PUENTE SALINAS AMOJAO,X472B55E0,24854,3634,0,277,3.8,0.872437518,
226,26736,0.025400209,0.297057492,0,0,0,19.6,2021-06-30-23,2018-01-02-00,PUENTE SAN CARLOS,X47E1D6C2,25647,1089,0,261,0.6,0.959268402,
227,28392,0.003219217,0.088535883,0,0,0,7.9,2021-06-30-23,2018-01-02-00,PUENTE SIMON RODRIGUEZ,X47E0B1DE,28217,175,0,175,0,0.993836292,
228,26112,0.008869485,0.158693035,0,0,0,12.6,2021-06-30-23,2018-01-02-00,PUENTE TALAPALCA,X47E150D6,25744,368,0,226,0.1,0.985906863,
229,27384,0.026230646,0.408963966,0,0,0,25.5,2021-06-28-23,2018-01-02-00,PUENTE TUMBES,X47E024BC,26760,624,0,261,0.4,0.977212971,
230,21408,0.001345291,0.031514945,0,0,0,1.6,2021-06-30-23,2018-01-02-00,PUENTE VIEJO,X47E186BE,21317,91,0,91,0,0.995749253,
231,15288,0.248312402,1.467934151,0,0,0,44.4,2021-06-30-23,2019-03-30-00,PUERTO ALEGRIA COHIDRO,X152501,13463,1825,0,153,6.413,0.880625327,
232,14904,0.295002684,2.163901302,0,0,0,57.9,2021-02-09-23,2019-01-01-00,PUERTO BERMUDEZ,X109093,13502,1402,0,149,7.1,0.905931294,
233,15000,0.21886,1.695715581,0,0,0,47.2,2020-12-25-23,2018-01-02-00,PUERTO ESPERANZA,X47E87066,13446,1554,0,149,5.9,0.8964,
234,29136,0.256836903,1.959920864,0,0,0,60.6,2021-06-30-23,2018-01-02-00,PUERTO INCA,X4727A4F8,27117,2019,0,285,7.2,0.930704283,
235,0,,,,,,,,,PUNANQUI,X472AF7E2,0,0,,0,,#DIV/0!,
236,10248,0.076053864,0.529180103,0,0,0,17.4,2021-06-30-23,2018-01-02-00,PUNO,X472DD33A,9660,588,0,97,2.2,0.942622951,
237,29280,0.047988388,0.222281,0,0,0,6.1,2021-06-30-23,2018-01-01-00,PURHUAY,X4AD086DC,25924,3356,0,288,1,0.885382514,
238,17232,0.073021123,0.378433732,0,0,0,12.5,2021-06-26-23,2018-01-02-00,QORIHUAYRACHINA,X4729867C,15484,1748,0,159,1.8,0.898560817,
239,0,,,,,,,,,QUILLABAMBA,X4729B3E6,0,0,,0,,#DIV/0!,
240,29136,0.115280066,0.561056314,0,0,0,15.7,2021-06-30-23,2018-01-01-00,QUILLCAYHUANCA ,X4AD0F04C,26005,3131,0,268,2.7,0.89253844,
241,27792,0.12099525,0.618294238,0,0,0,32.3,2021-06-30-23,2018-01-02-00,QUIRUVILCA,X4727319A,24170,3622,0,272,2.9,0.869674727,
242,28584,0.095640918,0.686689461,0,0,0,31.4,2021-06-30-23,2018-01-02-00,RECUAY,X47259496,26037,2547,0,281,2.5,0.910894207,
243,28896,0.035755814,0.252598682,0,0,0,7.6,2021-06-30-23,2018-01-02-00,REPRESA JARUMAS,X47E1B324,27236,1660,0,267,1.1,0.942552602,
244,17856,0.03297491,0.205816346,0,0,0,4.7,2021-06-30-23,2018-01-02-00,REPRESA PAUCARANI,X47E113DC,16776,1080,0,170,1,0.939516129,
245,23616,0.264354675,1.796300027,0,0,0,55.2,2020-12-31-23,2018-01-02-00,REQUENA,X4724E0FC,21761,1855,0,233,7.2,0.921451558,
246,26184,0.033699969,0.433096955,0,0,0,30.5,2021-06-29-23,2018-01-02-00,RICA PLAYA,X472F264A,25173,1011,0,251,0.6,0.961388634,
247,28416,0.075478604,0.434320093,0,0,0,15.1,2021-06-30-23,2018-01-01-00,RIO BLANCO,X212604,25885,2531,0,260,2.1,0.910930462,
248,120,0,0,0,0,0,0,2021-06-19-23,2021-02-24-00,RIO GRANDE GORE,X472210B6,120,0,0,0,0,1,
249,0,,,,,,,,,RONQUILLO,X47216128,0,0,,0,,#DIV/0!,
250,26040,0.0943702,0.487760824,0,0,0,12.6,2021-06-30-23,2018-01-02-00,SALCCA,X114118,23103,2937,0,254,2.4,0.887211982,
251,28344,0.036226362,0.246698753,0,0,0,5.2,2021-06-30-23,2018-01-02-00,SALIDA TUNEL KOVIRE,X47E1763A,26837,1507,0,263,1.2,0.946831781,
252,21096,0.029692833,0.477351487,0,0,0,26.4,2021-03-13-23,2018-01-02-00,SALITRAL,X472F95C4,20521,575,0,195,0.5,0.972743648,
253,27792,0.068134715,0.857597434,0,0,0,51.3,2021-06-30-23,2018-01-02-00,SALITRAL EHA,X47E067B6,26837,955,0,276,1.7,0.965637594,
254,27480,0.375029112,2.17991641,0,0,0,61.4,2021-04-10-23,2018-01-01-00,SALVACION,X47E8201A,23768,3712,0,274,9.7,0.864919942,
255,8832,0.003419384,0.104478329,0,0,0,6.7,2019-10-28-23,2018-02-20-00,SAN BORJA,X112270,8748,84,0,84,0,0.99048913,
256,28848,0.14312604,0.466490631,0,0,0,8.2,2021-06-30-23,2018-01-02-00,SAN CRISTOBAL,X472C07A8,22884,5964,0,268,2.4,0.793261231,
257,28200,0.110808511,0.836811447,0,0,0,39.2,2021-06-30-23,2018-01-02-00,SAN IGNACIO GORE,X4726706A,25561,2639,0,279,2.5,0.90641844,
258,28488,0.04887321,0.623420005,0,0,0,36.2,2021-06-29-23,2018-01-02-00,SAN JOSE DE UZUNA,X47E3B6D0,27370,1118,0,276,1.1,0.960755406,
259,0,,,,,,,,,SAN JUAN DE MARCONA,X4720E5C6,0,0,,0,,#DIV/0!,
260,23088,0.234303534,1.618190329,0,0,0,63.8,2021-06-30-23,2018-09-08-00,SAN LUIS COHIDRO,X230605,20589,2499,0,228,6.2,0.891761954,
261,22608,0.05331741,0.503622969,0,0,0,24.9,2020-09-30-23,2018-01-01-00,SAN MARCOS,X4725E206,21424,1184,0,220,1.5,0.947629158,
262,27864,0.099009475,0.503772961,0,0,0,20,2021-06-30-23,2018-01-01-00,SAN MARTIN,X4720EB14,24369,3495,0,265,2.4,0.874569337,
263,25656,0.044956345,0.440586919,0,0,0,39.1,2021-06-30-23,2018-01-02-00,SAN MATEO DE OTAO,X472EC742,24133,1523,0,237,1.2,0.940637668,
264,29736,0.029439064,0.190529873,0,0,0,9,2021-06-30-23,2018-01-01-00,SAN NICOLAS,X4AD0652E,27561,2175,0,285,0.7,0.926856336,
265,20568,0.104788993,0.635458857,0,0,0,30.5,2021-01-30-23,2018-02-23-00,SAN PABLO,X4729658E,18226,2342,0,194,2.6,0.8861338,
266,25896,0.025911338,0.550186596,0,0,0,50,2021-06-30-23,2018-01-02-00,SAN PEDRO,X47E08444,25294,602,0,222,0.4,0.976753167,
267,10920,0.109569597,0.669977505,0,0,0,21.2,2019-04-06-23,2018-01-01-00,SAN PEDRO DE HUACARPANA GORE,X113061,9996,924,0,99,2.8,0.915384615,
268,4320,0.033888889,0.487077431,0,0,0,25.2,2019-06-24-23,2018-01-02-00,SANTA ANA,X47E8568A,3698,622,0,38,0.1,0.856018519,
269,0,,,,,,,,,SANTA ANITA,X112271,0,0,,0,,#DIV/0!,
270,13128,0.370132541,2.100441591,0,0,0,54,2021-06-30-23,2019-11-17-00,SANTA CLOTILDE,X47271776,11629,1499,0,132,9.519,0.885816575,
271,17376,0.074735267,0.430925975,0,0,0,13,2020-04-26-23,2018-01-01-00,SANTA CRUZ,X47E33064,15771,1605,0,174,1.925,0.907631215,
272,26952,0.00470095,0.075067997,0,0,0,4.9,2021-06-30-23,2018-01-02-00,SANTA EULALIA,X472E24B0,26631,321,0,211,0.1,0.988089938,
273,21816,0.268688119,1.863085319,0,0,0,63.3,2021-06-30-23,2018-09-08-00,SANTA ISABEL COHIDRO,X230606,19452,2364,0,219,7.085,0.891639164,
274,28608,0.012094519,0.20651595,0,0,0,18.2,2021-06-30-23,2018-01-02-00,SANTA ROSA CHAPIMARCA,X472AE494,27918,690,0,267,0.2,0.975880872,
275,5496,0.145887918,0.723547406,0,0,0,15.8,2018-10-14-23,2018-01-03-00,SANTA TERESA,X4727D268,4886,610,0,53,3.6,0.889010189,
276,3432,0.110897436,0.910166747,0,0,0,30.1,2019-04-06-23,2018-10-27-00,SANTIAGO DE CHOCORVOS GORE,X4729131E,3152,280,0,34,2.4,0.918414918,
277,26424,0.036527399,0.28875556,0,0,0,18.8,2021-06-30-23,2018-01-02-00,SANTIAGO DE TUNA,X472CA750,25020,1404,0,248,1,0.946866485,
278,27504,0.001817917,0.046827547,0,0,0,4.8,2021-06-30-23,2018-01-02-00,SANTO DOMINGO,X47E214D2,27279,225,0,225,0,0.991819372,
279,14448,0.136828627,0.739209003,0,0,0,19,2020-11-27-23,2018-01-02-00,SANTO TOMAS,X4729A090,13115,1333,0,139,3.6,0.907738095,
280,18744,0.039095177,0.328632484,0,0,0,17.9,2021-03-29-23,2018-04-05-00,SAPILLICA,X472FF022,17211,1533,0,167,0.9,0.918213828,
281,25776,0.223172719,1.585860278,0,0,0,54.6,2021-03-31-23,2018-02-02-00,SATIPO,X4725C4EA,23576,2200,0,256,5.4,0.914649286,
282,10848,0.078226401,0.529317237,0,0,0,23.4,2021-06-30-23,2020-01-01-00,SAUCEPAMPA,X109091,10002,846,0,108,2.1,0.922013274,
283,26808,0.001257087,0.028639482,0,0,0,1.6,2021-06-30-23,2018-01-02-00,SAYAN,X4724966C,26711,97,0,97,0,0.996381677,
284,6336,0.120328283,0.461564841,0,0,0,5.6,2020-06-29-23,2018-11-15-00,SEGUE,X47A0894A,5336,1000,0,64,2.465,0.842171717,
285,13944,0.253212851,1.607234506,0,0,0,47.7,2021-06-30-23,2018-09-08-00,SELVA ALEGRE COHIDRO,X230607,12341,1603,0,137,6.8,0.885040161,
286,9072,0.08957231,0.571647917,0,0,0,17,2019-01-25-23,2018-01-01-00,SHANCAYAN,X4AD095AA,8445,627,0,88,2.5,0.930886243,
287,11040,0.083804348,0.487509001,0,0,0,14.3,2021-06-30-23,2019-01-01-00,SHAQUEK,X110138,9915,1125,0,111,2.161,0.898097826,
288,0,,,,,,,,,SHEQUE,X472CD1C0,0,0,,0,,#DIV/0!,
289,19152,0.065460526,0.396390043,0,0,0,15.8,2021-06-30-23,2019-01-01-00,SHEQUE SEDAPAL,X472C14DE,17615,1537,0,181,1.9,0.919747285,
290,12168,0.107412886,0.683332028,0,0,0,19.5,2020-02-02-23,2018-01-01-00,SHILLA,X4AD043C2,11143,1025,0,110,2.7,0.915762656,
291,26304,0.089435067,0.513134114,0,0,0,14.3,2021-06-30-23,2018-01-01-00,SIBINACOCHA,X47E8B578,23450,2854,0,260,2.3,0.891499392,
292,28680,0.081966527,0.480799553,0,0,0,15.9,2021-06-30-23,2018-01-02-00,SICUANI,X4726158C,26824,1856,0,258,2.4,0.935285914,
293,27600,0.013376812,0.222240785,0,0,0,18,2021-06-30-23,2018-01-02-00,SOCOSANI,X47E27134,27030,570,0,237,0.2,0.979347826,
294,20904,0.137648297,0.719649606,0,0,0,34.4,2020-11-30-23,2018-01-02-00,SORAYPAMPA,X47294362,17453,3451,0,210,2.994,0.834911979,
295,27720,0.046616162,0.277483512,0,0,0,7.9,2021-06-30-23,2018-01-02-00,SUMBAY,X472ED434,24961,2759,0,268,1.2,0.900468975,
296,26232,0.013636017,0.244257941,0,0,0,15.3,2021-06-28-23,2018-01-02-00,TAMBO GRANDE,X47E0522C,25814,418,0,233,0.1,0.984065264,
297,6264,0.045083014,0.305448045,0,0,0,6,2020-09-20-23,2020-01-01-00,TAMBORAQUE,X47E9040C,5876,388,0,63,1.437,0.938058748,
298,28368,0.173938945,0.906631446,0,0,0,23.8,2021-06-30-23,2018-01-01-00,TANCAYLLO,X113246,24634,3734,0,284,4.133,0.868372814,
299,28536,0.028977432,0.37471459,0,0,0,26.2,2021-06-30-23,2018-01-02-00,TARATA,X47E2D1CC,27601,935,0,267,0.7,0.967234371,
300,20760,0.051830443,0.378331291,0,0,0,17.9,2021-06-30-23,2019-01-02-00,TARMA,X47257764,19408,1352,0,190,1.5,0.934874759,
301,16176,0.067241592,0.513147774,0,0,0,25.6,2019-12-31-23,2018-01-02-00,TARUCA,X472B730C,15052,1124,0,159,1.8,0.930514342,
302,16800,0.163577381,0.799079885,0,0,0,22.3,2021-06-30-23,2018-01-01-00,TICAPAMPA,X107130,14419,2381,0,161,3.6,0.85827381,
303,25392,0.012976528,0.25479021,0,0,0,28.7,2021-06-30-23,2018-01-02-00,TINAJONES,X47E2F720,24809,583,0,238,0.2,0.977040013,
304,29136,0.010636326,0.195649772,0,0,0,14.3,2021-06-30-23,2018-01-02-00,TINGO GRANDE,X472EE1AE,28680,456,0,241,0.1,0.984349259,
305,26496,0.372486413,2.084963218,0,0,0,54.6,2021-06-05-23,2018-01-02-00,TINGO MARIA,X47270400,23209,3287,0,264,9.3,0.875943539,
306,30240,0.029252646,0.223761522,0,0,0,12.6,2021-06-30-23,2018-01-01-00,TINGUA,X4AD0E33A,28467,1773,0,288,0.8,0.941369048,
307,21672,0.267926357,1.866221896,0,0,0,54.5,2021-03-05-23,2018-01-02-00,TOCACHE,X47E2E456,19403,2269,0,215,7.2,0.895302695,
308,25680,0.192815421,1.054384042,0,0,0,30.1,2021-06-30-23,2018-01-02-00,TONGOD,X47E207A4,21675,4005,0,257,4.521,0.844042056,
309,14760,0.105365854,0.434864721,0,0,0,9.2,2021-06-29-23,2018-01-02-00,TOROCOCHA,X472C2144,12608,2152,0,147,2.2,0.854200542,
310,27336,0.120588235,0.862580492,0,0,0,29.5,2021-06-30-23,2018-01-02-00,TUNEL CHOTANO,X47E1F02E,24227,3109,0,270,3,0.886267193,
311,26928,0.06697861,0.428226488,0,0,0,11.1,2021-03-16-23,2018-01-02-00,UNC CAJAMARCA,X472645F0,25111,1817,0,269,1.7,0.932523767,
312,15216,0.146674553,0.630535909,0,0,0,9.5,2021-06-30-23,2019-01-01-00,UPINA,X4721B992,13020,2196,0,153,3.385,0.855678233,
313,23544,0.288769963,1.461270685,0,0,0,45.5,2021-06-30-23,2018-01-14-00,USQUIL,X472D60B4,19080,4464,0,229,6.3,0.810397554,
314,27360,0.066392544,0.377405074,0,0,0,12.4,2021-06-30-23,2018-01-02-00,VICHAYCOCHA,X47E257D8,23778,3582,0,264,1.7,0.869078947,
315,25728,0.047691231,0.298959914,0,0,0,6.9,2021-06-30-23,2018-01-02-00,VILACOTA,X47E2A75C,24062,1666,0,249,1.5,0.935245647,
316,0,,,,,,,,,VILLA MARIA DEL TRIUNFO,X472A0766,0,0,,0,,#DIV/0!,
317,24576,0.091752116,0.541644313,0,0,0,14.1,2021-06-30-23,2018-02-26-00,VISCA VISCA,X114119,22729,1847,0,237,2.6,0.924845378,
318,28704,0.00326087,0.077539862,0,0,0,10.7,2021-06-30-23,2018-01-02-00,VON HUMBOLDT,X472AC278,28309,395,0,163,0.1,0.986238852,
319,13152,0.033888382,0.37964981,0,0,0,21.8,2021-06-29-23,2018-12-24-00,YASO,X472BA564,12539,613,0,128,0.8,0.953391119,
320,22248,0.008742359,0.153742894,0,0,0,12.7,2021-06-30-23,2018-01-02-00,YONAN GORE,X4726E508,21974,274,0,122,0.2,0.987684286,
321,21960,0.237304189,0.432907936,0,0,0,4.3,2021-03-21-23,2018-01-02-00,YURACMAYO EDEGEL,X4726B574,11963,4983,0.3,161,1.9,0.544763206,
322,7104,0.195481419,0.693535744,0,0,0,14.9,2021-06-30-23,2018-12-29-00,YURACMAYO LAGUNA,X47A06AB8,5609,1495,0,69,3.3,0.78955518,
